script,cluster,what_web,what_tex
v694_interpolation_lemma_closure,core,"PRIME.INTERPCLOSURE.01: die zwei benannten Bausteine des Alias-Interpolations-Lemmas geschlossen (PRIME.W3.INTERPOLATION.01-Follow-up) — **(iii) RETENTION: exakte Projektions-Identität Im Φ_x(z0) = ||(I−Π)m||², geschlossenes O(k²)-Zertifikat, r_f ≥ 0.548 auf der Familienfläche (≥ 0.266 adversarial); GRENZFALL entdeckt: ein straddelndes Sub-Resolution-Paar kollabiert den gepinnten Filter, aber der Detektor feuert dort via k=0-Zweig weiter; (v) SEPARATIONS-GESETZ FORMKORRIGIERT: die reine Form α* = C′/Δγ ist VERWORFEN, das ADDITIVE Gesetz α* = C_cell/δ + C″/Δγ steht (C″_med = 0.494, C″_up = 0.590, 0 Ausnahmen in 97 Tests, adjudikations-scharf)**; die 2 offenen Parent-Konfigurationen detektieren bei α* = 7.90 — die Familien-α-Undetektierbarkeit war exakt die Auflösungslücke; C″(n=3) ≈ 2× Paarwert = deklarierter Rest; Reste: explizite Ingham-Konstantenkette (klassisch), Dirichlet-Kern-Overlap (elementar, ungeschrieben), C″(n)-Induktion; Off-line-Nullstelle ist HYPOTHESE jeder Aussage; kein RH-Claim (20 Checks, ~19 s)","Closing the two named building blocks of the alias-interpolation lemma (PRIME.W3.INTERPOLATION.01 follow-up).  (iii) RETENTION: exact projection identity $\mathrm{Im}\,\Phi_x(z_0) = \|(I-\Pi)m\|^2$, closed-form $O(k^2)$ certificate, $r_f \ge 0.548$ on the family surface ($\ge 0.266$ adversarial); BOUNDARY CASE discovered: a straddling sub-resolution real pair collapses the pinned filter but the detector still fires via the barred $k=0$ branch.  (v) SEPARATION LAW FORM-CORRECTED: the pure form $\alpha^* = C'/\Delta\gamma$ is REJECTED, the ADDITIVE law $\alpha^* = C_{\mathrm{cell}}/\delta + C''/\Delta\gamma$ stands ($C''_{\mathrm{med}} = 0.494$, $C''_{\mathrm{up}} = 0.590$, zero exceptions in 97 tests, adjudication-tight); the two open parent configs detect at $\alpha^* = 7.90$; $C''(n{=}3) \approx 2\times$ pair value $=$ the declared residue.  Residues: explicit Ingham constant chain (classical bookkeeping), Dirichlet-kernel overlap (elementary, unwritten), the $C''(n)$ induction; an off-line zero is the HYPOTHESIS of every statement; no RH claim."
v695_z1_trace_operator,core,"PRIME.Z1MEASURE.01: die Z1-Suche, OFFENSIVE 5 (Vertrag PRIME.Z1.OPERATOR.01) — existiert ein selbstadjungierter, GEOMETRISCH konstruierter Operator (zeta-frei, nullstellenfrei, AST-erzwungen), dessen Polynomspuren die Weil-Fenstermomente erzeugen? — **Kandidaten-Census Runde 1: NAHT (v621–v623) TOT als Z1-Spektrum (Residuen ~1, AP-Phasen, 1/D-Drift); ORBIFOLD (v679) TOT (null-kalibriert: der Kamm trägt keine AP-Struktur über Zufall); die E8-ZÄHLROUTE LIEFERT DAS MASS EXAKT — Atome aus der Schalen-Rekursion (n ≤ 20000, Satake-Normierer = Gitterdaten, Abweichung 0.0e+00), Arch + Pol via geschlossener Γ-Duplikation, 7/8 SOLL-Spikes (q = 0.000, Fensterkovarianz); must-fail: ohne Satake-Projektion bricht die Form**; Präzisierung: das deployte Symbol σ_B ist SIGNIERT, aber die Kamm-Folge c + Pol ist POSITIV-machbar — das positive Spektralobjekt EXISTIERT, die Signiertheit IST der Pol-Abzug; Kill-Kriterien K-A–K-D präregistriert; kein Marker-Move, kein RH-Claim (25 Checks, ~3 s)","The Z1 search, OFFENSIVE 5 (contract PRIME.Z1.OPERATOR.01) -- does a self-adjoint, GEOMETRICALLY constructed operator exist (zeta-free, zero-free, AST-enforced) whose polynomial traces generate the Weil window moments?  Candidate census round 1: the SEAM (v621--v623) DEAD as Z1 spectrum (residuals $\sim 1$, AP phases, $1/D$ drift); the ORBIFOLD (v679) DEAD (null-calibrated: the comb carries no AP structure beyond chance); the E8 COUNTING ROUTE DELIVERS THE MEASURE EXACTLY -- atoms from the shell recursion ($n \le 20000$, Satake normalizer $=$ lattice data, deviation 0.0e+00), arch $+$ pole via the closed $\Gamma$ duplication split, 7/8 target spikes ($q = 0.000$, window covariance); must-fail: without the Satake projection the form breaks.  Precision: the deployed symbol $\sigma_B$ is SIGNED but the comb sequence $c + \mathrm{pole}$ is POSITIVE-FEASIBLE -- the positive spectral object EXISTS, the signedness IS the pole subtraction; kill criteria K-A..K-D preregistered; no marker move, no RH claim."
v696_z1_jacobi,core,"PRIME.Z1JACOBI.01: Z1-Kanonik, OFFENSIVE 5b — Verblunsky/CMV/Jacobi aus der positiven Kamm-Folge c + Pol — **der kanonische Operator EXISTIERT: CMV-Unitär (367×367) + Jacobi-selbstadjungiert (Wheeler auf Chebyshev-Momenten), Rück-Richtung maschinell verifiziert: ALLE Momente reproduziert, schlechtestes rel. Δ = 2e-13 — Z1 ist jetzt REIN die Geschlossene-Form-Frage der Koeffizientenfolgen**; KEIN geschlossenes Gesetz (die zwei benannten First-Order-Gesetze scheitern, r ≈ 0.05/0.10; h-Leiter scheitert, r_env = −0.13), ABER die Zähl-Signatur ist DA: Feature-Positionen auf Primpotenz-Slots (q = 0.000), Amplituden-Massen-Link r_log = +0.76, Positivität TRAGEND (smooth/scramble verlieren PD bei k ≈ 170/171, echte Massen PD bis 2865) — die Umbenennungs-Klausel ist explizit NICHT bestätigt; Ihara-Anker: Kesten–McKay exakt, Girth-Korrekturen; Vertragsnote PRIME.Z1.OPERATOR.01; kein Marker-Move (18 Checks, ~1 s)","Z1 canonical construction, OFFENSIVE 5b -- Verblunsky / CMV / Jacobi from the positive comb sequence $c + \mathrm{pole}$.  THE CANONICAL OPERATOR EXISTS: CMV unitary ($367\times367$) $+$ Jacobi self-adjoint (Wheeler on Chebyshev moments), machine-verified back-direction: ALL moments reproduced, worst rel dev 2e-13 -- Z1 is now PURELY the closed-form question for the coefficient sequences.  NO closed law (the two named first-order laws fail, $r \approx 0.05/0.10$; the $h$-ladder fails, $r_{\mathrm{env}} = -0.13$), BUT the counting signature is PRESENT: feature positions on prime-power slots ($q = 0.000$), amplitude-mass link $r_{\log} = +0.76$, positivity LOAD-BEARING (smooth/scramble lose PD at $k \approx 170/171$, true masses PD to 2865) -- the renaming clause is explicitly NOT confirmed; Ihara anchor: Kesten--McKay exact, girth corrections; contract note PRIME.Z1.OPERATOR.01; no marker move."
v697_z1_uvarov,core,"PRIME.Z1UVAROV.01: das Slot-Amplituden-Transfer-Gesetz, OFFENSIVE 5c — exakte Punktmassen-/Einzel-Lag-Einfüge-Maschinerie für die Z1-Koeffizienten-Antwort — **DUALITÄT BEWIESEN: die Atome sind LAG-Einfügungen, NICHT Orthogonalitätsmaß-Punktmassen (die säßen an den Nullstellen = Umbenennungs-Richtung, firewalled); EXAKTE TRANSFER-IDENTITÄT Δα_{m0−1} = w₁/E_{m0−1} (Abweichung 5.6e-17; E = Toeplitz-Det-Quotient = ||Φ||², das positionsfreie Christoffel-Objekt), Null-Antwort unter dem Slot (Lokalität exakt); INVERTIERTES STABILISIERUNGS-GESETZ: der Γ-Fluss SAGT die Zählmassen auf ~10% VORAUS (median ratio 1.026, IQR 0.138, corr 0.86)** — der Fluss kennt die Massen, nicht umgekehrt; Komposition sequentiell-exakt: Z1 = kanonisches CMV/Jacobi von Arch+Pol + EINE Einzel-Lag-Einfügung pro Primpotenz, Just-in-Time-Positivität (Präfix-Margen ≥ 0), jede Primpotenz einzeln tragend (Entfernungen brechen PD); Vertragsnote PRIME.Z1.OPERATOR.01; kein Marker-Move (14 Checks, ~1 s)","The slot-amplitude transfer law, OFFENSIVE 5c -- exact point-mass / single-lag insertion machinery for the Z1 coefficient response.  DUALITY PROVEN: the atoms are LAG insertions, NOT orthogonality-measure point masses (those would sit at the zeros $=$ the renaming direction, firewalled); THE EXACT TRANSFER IDENTITY $\Delta\alpha_{m_0-1} = w_1/E_{m_0-1}$ (dev 5.6e-17; $E$ $=$ Toeplitz det ratio $= \|\Phi\|^2$, the position-free Christoffel object), zero response below the slot (locality exact); THE INVERTED STABILIZATION LAW: the $\Gamma$ flow PREDICTS the counting masses to $\sim 10\%$ (median ratio 1.026, IQR 0.138, corr 0.86) -- the flow knows the masses, not vice versa.  Composition sequential-exact: Z1 $=$ canonical CMV/Jacobi of arch$+$pole $+$ ONE single-lag insertion per prime power, just-in-time positivity (prefix margins $\ge 0$), every prime power individually load-bearing (removals break PD); contract note PRIME.Z1.OPERATOR.01; no marker move."
v698_z1_flow_recursion,core,"PRIME.Z1FLOWREC.01: Positionen, Residuum, E-Transport, OFFENSIVE 5d — ist der ganze Primkamm vom Arch+Pol-Fluss erzwungen? — **POSITIONEN ERZWUNGEN: Slot-Fenster 0.5–2 Zellen (6/6 scharf), Jitter-Null 30/30, Adversary-Defizit −516 Lags — die Primpotenz-Positionen sind vom Fluss gepinnt, nicht gefittet; SHOOTING: zu-leichte und zu-schwere Einfügungen divergieren durch ENTGEGENGESETZTE Kanäle (k → ±1), Bisektion auf sign(k) rekonstruiert die Zählmasse am wahren Ort auf median |0.11|% — die Z1-Rekursion ist ein SHOOTING-PROBLEM**; Slot-Identität 9.4e-14 (5c re-verifiziert); EHRLICHE NEGATIVE: autonome Rekonstruktion scheitert an Greedy-Saturation (1/6; Lookahead fehlt), Residuum noise-like, E-Transport rekursiv — PRIME.Z1.OPERATOR.01 bleibt OFFEN: die Kontinuums-Lesart fehlt; Zero-Read nur firewalled-Diagnostik (AST-konfiniert); kein Marker-Move, kein RH-Claim (15 Checks, ~20 s)","Positions, residual, E-transport, OFFENSIVE 5d -- is the whole prime comb forced by the arch$+$pole flow?  POSITIONS FORCED: slot windows 0.5--2 cells (6/6 sharp), jitter null 30/30, adversary deficit $-516$ lags -- the prime-power positions are pinned by the flow, not fitted; SHOOTING: too-light and too-heavy insertions diverge through OPPOSITE channels ($k \to \pm 1$), bisection on $\mathrm{sign}(k)$ recovers the counting mass at the true position to median $|0.11|\%$ -- the Z1 recursion is a SHOOTING PROBLEM; slot identity 9.4e-14 (5c re-verified).  HONEST NEGATIVES: autonomous reconstruction fails at greedy saturation (1/6; lookahead missing), the residual is noise-like, the E-transport is recursive -- PRIME.Z1.OPERATOR.01 stays OPEN: the continuum reading is missing; the zero read is a firewalled diagnostic only (AST-confined); no marker move, no RH claim."
v699_cone_dynamics,core,"QGEO.CONEDYN.01: Kegel-Dynamik — die Review-7.3-Frage („die Lorentz-Form DYNAMISCH statt statisch nutzen“) auf den Prime-Front-Determinanten-Koordinaten y(a) = (S11, S22, S12)(a) mit J_det der Signatur (1,2) ausgeführt — **DER EHRLICHE KILL: Prim-Updates sind TRANSLATIONEN im y-Raum (Linearität exakt verifiziert: das Pro-Prim-Inkrement ist y-unabhängig) — keine multiplikative kegelerhaltende Halbgruppe; ~99% der Inkremente sind RAUMARTIG (Kegel-Verletzer-Fraktionen 0.009–0.014), ℓ ist NICHT monoton auf dem wahren Pfad — keine Perron-Frobenius/Lorentz-Boost-Lesart des Prim-Flusses überlebt**; Nebenbefund (lebendig): das BLATT-Funktional trennt Scramble/Epstein wo det blind ist (alle 3 Scramble-Seeds + Epstein separieren); AST-Zero-Firewall, deterministisch; die statischen Kegel-Resultate (v624/v627) stehen unberührt; kein Marker-Move, kein RH-Claim (18 Checks, <1 s)","Cone dynamics -- the review-7.3 question (`use the Lorentz form DYNAMICALLY instead of statically') executed on the prime-front determinant coordinates $y(a) = (S_{11}, S_{22}, S_{12})(a)$ with $J_{\det}$ of signature $(1,2)$.  THE HONEST KILL: prime updates are TRANSLATIONS in $y$-space (linearity verified exactly: the per-prime increment is $y$-independent) -- no multiplicative cone-preserving semigroup; $\sim 99\%$ of increments are SPACELIKE (cone-violating fractions 0.009--0.014), $\ell$ is NOT monotone on the true path -- no Perron--Frobenius / Lorentz-boost reading of the prime flow survives.  Side finding (alive): the LEAF functional separates scramble/Epstein where $\det$ is blind (all 3 scramble seeds $+$ Epstein separate); AST zero-firewall, deterministic; the static cone results (v624/v627) stand untouched; no marker move, no RH claim."
v700_orbit60_census,core,"E8.ORBIT60.01: der ORBIT60-Census — die 60 μ4-Linien von E8 als kombinatorisches Objekt: Quotientengraph, σ/Uhr/Coxeter-Dynamik auf dem ORBIT-RAUM und ein STRIKTER Park-Test für die Kaskade 60 → 6 — **alle fünf Routen adjudiziert: (i) Grad-Regeln TOT (alle Quotientengraphen regulär); (ii) σ-Struktur TOT (Orbitgrößen {3,1}, keine 2-Blöcke); (iii) INVOLUTIONS-ZEUGE EXISTIERT NICHT: der volle Involutions-Census der Liniengruppe LG (Ordnung 11520; 375 Involutionen, 21 Klassen) zeigt KEIN Element vom Zykeltyp 2²⁷1⁶ (Fixlinien-Census {0:120, 4:180, 12:15, 16:60}); (iv) W(E8)-Coxeter steigt nicht ab; (v) MUST-FAIL-Numerologie-Kontrolle feuert: regelfreies lexikographisches Paar-Entfernen reproduziert 60−2n in exakt 27 Schritten, > 10⁷⁰ gleich-erfolgreiche Sequenzen — die Zählung trägt keine Struktur**; A5-Einzeiler: Ordnung-5-Elemente existieren (2304), aber keine sichtbare natürliche A5-Aktion (⟨σ, Ordnung-5⟩ hat Ordnung 960); GEPARKT per Review-Protokoll; deterministisch (18 Checks, ~1 s)","The ORBIT60 census -- the 60 $\mu_4$-lines of E8 as a combinatorial object: quotient graph, $\sigma$/clock/Coxeter dynamics on the ORBIT SPACE, and a STRICT park test for the cascade $60 \to 6$.  All five routes adjudicated: (i) degree rules DEAD (all quotient graphs regular); (ii) $\sigma$ structure DEAD (orbit sizes $\{3,1\}$, no 2-blocks); (iii) THE INVOLUTION WITNESS DOES NOT EXIST: the full involution census of the line group LG (order 11520; 375 involutions, 21 classes) shows NO element of cycle type $2^{27}1^6$ (fixed-line census $\{0{:}120, 4{:}180, 12{:}15, 16{:}60\}$); (iv) W(E8) Coxeter does not descend; (v) the MUST-FAIL numerology control fires: rule-free lexicographic pair removal reproduces $60 - 2n$ in exactly 27 steps, $> 10^{70}$ equally `successful' sequences -- the counting carries no structure.  A5 one-liner: order-5 elements exist (2304) but no visible natural A5 action ($\langle\sigma, \text{order-5}\rangle$ has order 960); PARKED per the review protocol; deterministic."
v701_big_picture_hunt,core,"PRIME.KEYSTONE.01: die BIG-PICTURE-JAGD — billige Maschinen-Reads für die Frage „liegt der fehlende Rest des RH-Programms schon im Korpus?“ — **der KEYSTONE [E]: die deployte Fensterform B ist EXAKT die Sinusmomentform von (c + Pol) plus ein Rang-1-Pol-Quadrat — eine Identität verklebt die v695-Maß-Route mit der v677-Master-Identität; damit kollabieren die drei benannten Lücken des Programms auf EINE (Defekt-Positivität modulo Operator-Frage)**; die Triplikations-Identität [E]: die ζ-Arch-Dichte ist der Mittelwert dreier Digamma-Kanäle auf dem ζ₁₂-Periodengitter (Argumente 1/12, 5/12, 3/4), und μ₃ ist die EINDEUTIGE Ordnung; ehrlicher Kill: die V5-Fixpunkt-Numerologie ist TOT (PSLQ leer); keine Nullstellen gelesen (11 Checks, <1 s)","The BIG-PICTURE HUNT -- cheap machine reads for the question `does the missing rest of the RH program already sit in the corpus?'.  THE KEYSTONE [E]: the deployed window form $B$ is EXACTLY the sine-moment form of $(c + \mathrm{pole})$ plus a rank-1 pole square -- one identity gluing the v695 measure route to the v677 master identity; the three named gaps collapse onto ONE (defect positivity modulo the operator question).  The triplication identity [E]: the zeta arch density is the mean of three digamma channels on the $\zeta_{12}$ period grid (arguments $1/12, 5/12, 3/4$), $\mu_3$ unique.  Honest kill: the V5 fixpoint numerology is DEAD (PSLQ empty).  No zeros read anywhere."
v702_z1_lookahead,core,"PRIME.Z1LOOKAHEAD.01: OFFENSIVE 5e — das Lookahead-Problem: autonome zeta-freie Rekonstruktion des Primkamms aus dem Γ-Fluss — **FLOW-VERIFIER-NOT-GENERATOR: der volle wahre Kamm ist fluss-VERIFIZIERT (913 ≥ 898, jeder Fake stirbt ≥ 184 Lags früher), aber autonom erreichen beide vorgeschriebenen Lookahead-Routen (Beam-Search Tiefe 2 + adaptive Horizont-3-Vertiefung; globales DP) nur 2–4 Slots**; der Informationsbedarf g ≈ 5–12 Bits/Slot ist informationstheoretisch gemessen und parameterrobust; der 5d-Stand bleibt; PRIME.Z1.OPERATOR.01 bleibt OPEN (13 Checks, ~30 s)","OFFENSIVE 5e -- the lookahead problem: autonomous zeta-free reconstruction of the prime comb from the $\Gamma$ flow.  FLOW-VERIFIER-NOT-GENERATOR: the full true comb is flow-VERIFIED ($913 \ge 898$, every fake dies $\ge 184$ lags earlier), but both prescribed lookahead routes (depth-2 beam search with adaptive horizon-3 deepening; global DP) reach only 2--4 slots autonomously; the per-slot information demand $g \sim 5$--$12$ bits is information-theoretic and parameter-robust.  The 5d state stands; PRIME.Z1.OPERATOR.01 stays OPEN."
v703_chain_tolerance_scaling,core,"PRIME.CHAINTOL.01: S-A, der ZIRKULARITÄTS-ENTSCHEIDER — wie scharf beschränkt die Z1-Fluss-Induktion die Zählmassen? — **TOLERANCE-RH-GRADE: die pro Schritt nötige Massentoleranz schrumpft auf RH-Niveau (OVER-RH auf den feinen Fenstern) — die Toleranz-Induktion als Beweisroute ist TOT, ehrlich**; die positive Struktur: die Levinson-Rekursion ist ein INSTABILES SHOOTING-Problem — generische Störungen divergieren geometrisch, der wahre Kamm ist die eindeutige beschränkte Trajektorie (10 Checks, ~60 s)","S-A, THE CIRCULARITY DECIDER -- how sharply does the Z1 flow-induction constrain the counting masses?  TOLERANCE-RH-GRADE: the per-step mass tolerance an autonomous induction would need shrinks to RH grade (OVER-RH on the fine windows) -- the tolerance induction as a proof route is DEAD, honestly.  The positive structure: the Levinson recursion is an UNSTABLE SHOOTING problem -- generic perturbations diverge geometrically, the true comb is the unique bounded trajectory."
v704_chain_mass_law,core,"PRIME.CHAINMASS.01: S-B, die G1-EXAKTHEITS-JAGD — sagt eine GESCHLOSSENE Formel (kein Slot-Fit, kein Fenster-Skalar) die Zählmassen aus dem Fluss vorher? — **G1-OPEN: das beste geschlossene Gesetz ist C2 (Null-Reflexionskoeffizient in der NÄCHSTEN Levinson-Ordnung), Median 0.9947, IQR [0.9853, 1.0086] — aber max|ratio−1| = 0.3130 auf den weichen Slots, weit über der 0.1%-Bar**; die Residual-Strata deklariert: weiche |a_bg|-Slots tragen die Fehler (0.049), mittlere/enge Strata 0.010/0.006 (5 Checks, <1 s)","S-B, THE G1 EXACTNESS HUNT -- does a CLOSED formula (no per-slot fit, no per-window scalar) predict the counting masses from the flow?  G1-OPEN: the best closed law is C2 (zero reflection coefficient at the NEXT Levinson order), median 0.9947, IQR $[0.9853, 1.0086]$ -- but $\max|\mathrm{ratio}-1| = 0.3130$ on the soft slots, far above the $0.1\%$ bar.  The residual strata are declared: soft $|a_{bg}|$ slots carry the misses (0.049), mid/tight strata 0.010/0.006."
v705_chain_deck_sector,core,"QGEO.DECKSECTOR.01: S-C, das V3-OPERATOR-ZIEL — **die drei Digamma-Kanäle der ζ-Arch-Dichte SIND die drei Deck-Sektoren des 48-Site-NS-Lifts: exakte Turmspuren der v623-Deck-Sektoren mit den v628-Twists {1/6, 1/2, 5/6}, Kanal für Kanal Abweichung 3.4e-16, der relative Skalar ERZWUNGEN 1 (nicht gefittet), must-fail (falsches Twist-Set) ×82 daneben** — der Geometrie-Anker des Chain-Bogens: die Arch-Schicht des Weil-Maßes ist eine Deck-Sektor-Spur des Naht-Orbifolds (7 Checks, <1 s)","S-C, THE V3 OPERATOR TARGET -- the three digamma channels of the zeta arch density ARE the three deck sectors of the 48-site NS lift: exact tower traces of the v623 deck sectors with the v628 twists $\{1/6, 1/2, 5/6\}$, channel-by-channel deviation $3.4\times 10^{-16}$, the relative scalar FORCED to 1 (not fitted), must-fail (wrong twist set) off by $\times 82$ -- the geometry anchor of the chain arc: the arch layer of the Weil measure is a deck-sector trace of the seam orbifold."
v706_chain_weyl_mass,core,"PRIME.WEYLMASS.01: S-D, die WEYL-CHARAKTERISIERUNG von G1 — ist das exakte Massengesetz eine Auswertung der m-/Schur-Funktion des Hintergrund-Operators? — **WEYL-NULL: die Punktauswertungs-Lesart ist FALSIFIZIERT (K2-Median 0.3993)** — MIT Positiv-Befunden: (i) die Fluss-α SIND die Schur-Parameter des Hintergrund-Operators (1e-40); (ii) der Hintergrund-Breakdown sitzt EXAKT zwischen der n=2- und n=3-Zelle; (iii) der nackte Γ-Fluss kennt log 2 auf 0.1–0.6% (10 Checks, ~10 s)","S-D, THE WEYL CHARACTERIZATION OF G1 -- is the exact mass law an evaluation of the m-/Schur function of the background operator?  WEYL-NULL: the point-evaluation reading is FALSIFIED (K2 median 0.3993) -- WITH positive finds: (i) the flow $\alpha$ ARE the Schur parameters of the background operator ($10^{-40}$); (ii) the background breakdown sits EXACTLY between the $n=2$ and $n=3$ cell; (iii) the bare $\Gamma$ flow knows $\log 2$ to $0.1$--$0.6\%$."
v707_chain_section_edge,core,"PRIME.SECTIONEDGE.01: S-E, die GESCHLOSSENE FORM der SEKTIONS-POSITIVITÄTS-KANTE — **EDGE-EXACT-SELECTION-OPEN: die Kantenformel ist eine RESOLVENT-IDENTITÄT (Christoffel–Darboux-Form), exakt auf 3e-13 [E]; die Voll-Leiter-Kante pinnt die Masse auf 2.6e-04**; die Selektion bleibt offen: die wahre Masse sitzt an der Just-in-Time-Korridorposition Median 0.534, IQR [0.511, 0.559] — systematisch WEDER an einer Kante NOCH am Mittelpunkt: „erkläre die ~0.53“ ist die benannte offene Frage (9 Checks, ~10 s)","S-E, THE CLOSED FORM OF THE SECTION-POSITIVITY EDGE -- EDGE-EXACT-SELECTION-OPEN: the edge formula is a RESOLVENT IDENTITY (Christoffel--Darboux form), exact to $3\times 10^{-13}$ [E]; the full-ladder edge pins the mass to $2.6\times 10^{-4}$.  The selection stays open: the true mass sits at the just-in-time corridor position median 0.534, IQR $[0.511, 0.559]$ -- systematically NEITHER at an edge NOR at the midpoint: `explain the $\sim 0.53$' is the named open question."
v708_chain_position_functional,core,"PRIME.POSFUNC.01: S-F, das POSITIONS-FUNKTIONAL — welches Funktional fixiert die Korridorposition ~0.53? — **FUNCTIONAL-OPEN: das beste ist das LEVINSON-ENERGIE-EXTREMUM E_{N−1}: Median 0.9986, max. Abweichung 11.7% — und es TRANSPORTIERT über Fenster ohne Skalar (das stärkste Selektionssignal des Bogens)**; keines erreicht die 1%-Uniform-Bar; die Ausreißer sitzen EXAKT auf den Primpotenzen 16/64/81 — dieselben Zellen, die der Hecke-Mechanismus (v710) heilt (7 Checks, ~110 s)","S-F, THE POSITION FUNCTIONAL -- which functional fixes the corridor position $\sim 0.53$?  FUNCTIONAL-OPEN: the best is the LEVINSON ENERGY EXTREMUM $E_{N-1}$: median 0.9986, max deviation $11.7\%$ -- and it TRANSPORTS across windows without a scalar (the strongest selection signal of the arc); none reaches the $1\%$ uniform bar; the outliers sit EXACTLY on the prime powers 16/64/81 -- the same cells the Hecke mechanism (v710) heals."
v709_chain_zero_layer,core,"PRIME.ZEROLAYER.01: S-G, die SCHICHTUNGS-HYPOTHESE (Diagnostik) — ist das S-F-Selektionsresiduum eine Nullstellen-Schicht? — **LAYERING-REJECTED: in allen getesteten Projektionen trägt das Residuum KEINE Nullstellen-Signatur (beste corr 0.042 = Scramble-Niveau)**; ~64% des Residuums ist Fenster-Geometrie; die Disziplin: ZEITLICHE SHA256-FIREWALL — das Residuum wird gehasht und eingefroren, BEVOR irgendeine Nullstelle gelesen wird; ein ehrliches diagnostisches Negativ fürs Protokoll (10 Checks, ~70 s)","S-G, THE LAYERING HYPOTHESIS (diagnostic) -- is the S-F selection residual a zero-comb layer?  LAYERING-REJECTED: in all tested projections the residual carries NO zero signature (best corr 0.042 = the scramble level); $\sim 64\%$ of the residual is window geometry.  The discipline: a TEMPORAL SHA256 FIREWALL -- the residual is hashed and frozen BEFORE any zero is read.  An honest diagnostic null for the record."
v710_chain_two_stage_hecke,core,"PRIME.TWOSTAGE.01: P1-KILL-TEST — der zweistufige Hecke-Selektor fürs G1-Residuum — **der Memo-Kill FEUERTE (max. Gesamtabweichung 6.15% > 2%-Bar) — das zusammengesetzte geschlossene Gesetz ist tot wie deklariert; ABER der Hecke-Mechanismus heilt exakt die Primpotenz-Zellen 11.7% → 0.53%, mit ZIRKELFREIER Kanal-Erkennung aus der E8-Zählung [E]** (Satake aus Schalen-Zählungen, kein ζ-Input); der benannte Rest: die Erstgeburts-Selektion auf groben Fenstern (v711); G1 = [E-Kante] + [E-Hecke] + [M-Rate] (7 Checks, ~55 s)","P1 KILL TEST -- the two-stage Hecke selector for the G1 residual.  THE MEMO KILL FIRED (max overall deviation $6.15\% > 2\%$ bar) -- the composite closed law is dead as declared; BUT the Hecke mechanism heals exactly the prime-power cells $11.7\% \to 0.53\%$, with CIRCLE-FREE channel detection from the E8 counting [E] (Satake from shell counts, no zeta input).  The named remainder: the first-birth selection on coarse windows (v711); $G1 = [\mathrm{E\mbox{-}edge}] + [\mathrm{E\mbox{-}Hecke}] + [\mathrm{M\mbox{-}rate}]$."
v711_chain_firstbirth_scaling,core,"PRIME.FIRSTBIRTH.01: P1b — fit-freie Messung der Erstgeburts-Selektionsfehler-Skalierung mit der Fensterauflösung — **CONTINUUM-SELECTOR-MEASURED: der Erstgeburtsfehler KONVERGIERT unter Verfeinerung — Promotions-Lauf θ = 1.851 (R² = 0.692), Leiterhälften 2.736/1.520 beide positiv, 0/30 nicht-konvergierende Primzahlen, die feinsten 6 Fenster tragen 0 degenerierte Horizont-Slots**; Prereg-Bars θ ≥ 0.5, R² ≥ 0.6 (Worker-Lauf θ ≈ 1.25/R² 0.90 — Streuung weit innerhalb der Bars); Ein-Dekaden-Gesetz, Extrapolation ehrlich [M] getypt; G1 = [E-Kante]+[E-Hecke]+[M-Rate] komplett (7 Checks, ~160 s)","P1b -- fit-free measurement of the first-birth selection-error scaling with window resolution.  CONTINUUM-SELECTOR-MEASURED: the first-birth error CONVERGES under refinement -- promotion-run $\theta = 1.851$ ($R^2 = 0.692$), ladder halves 2.736/1.520 both positive, 0/30 non-converging primes, the finest 6 windows carry 0 degenerate-horizon slots; preregistered bars $\theta \ge 0.5$, $R^2 \ge 0.6$ (worker run $\theta \sim 1.25$/$R^2 \sim 0.90$ -- spread far inside the bars); a one-decade law, extrapolation honestly typed [M]; the typed decomposition $G1 = [\mathrm{E\mbox{-}edge}] + [\mathrm{E\mbox{-}Hecke}] + [\mathrm{M\mbox{-}rate}]$ is complete."
v712_rank3_transverse_deck,core,"PRIME.RANK3TRANSV.01: P4-HAUPTSCHLAG — Transversal-Skalarisierung × Deck-Triplikation für die zehn offenen T-B-Fenster bei Zitationshöhe 3e12 — **der P4-Satz: die v692-Margen-Identität wird transversal SKALARISIERT (die Penalty zahlt nur die transversale Masse) — Median-Verbesserung ×4.23 auf den offenen Zehn — und der Census schließt 9 der 10: 69/70 vollständige Familienfenster schließen bei 3e12 (unbedingt-modulo-Zitaten); der Rest ist EXAKT EIN Fenster, h = 5690, mit T* = 1.6e14 (runter von 8.5e14)**; ehrliches Negativ: der Deck-Hebel ist TOT (Dreiecksungleichung: Kanal-Sups können nur verlieren); Nullstellen ≤ 2e4 nur in der MARGE (5 Checks, ~65 s)","P4 MAIN STRIKE -- transverse scalarization $\times$ deck triplication for the ten open T-B windows at citation height $3\times 10^{12}$.  THE P4 MOVE: the v692 margin identity is SCALARIZED along the transverse direction (the penalty pays only the transverse mass) -- median improvement $\times 4.23$ on the open ten -- and the census closes 9 of the 10: 69/70 complete family windows close at the cited $3\times 10^{12}$ (unconditional-modulo-citations); the remainder is EXACTLY ONE window, $h = 5690$, with $T^* = 1.6\times 10^{14}$ (down from $8.5\times 10^{14}$).  Honest negative: the deck lever is DEAD (triangle inequality: channel sups can only lose); zeros $\le 2\times 10^4$ enter the MARGIN only."
